county,JP_court,case_type,date_range,num_reports_submitted,active_pending_start_date,reactivated,added,disposed,placed_on_inactive_status,active_pending_end_date,source
Shelby,Precinct 5 Place 1,Civil,9/1/2014 - 8/31/2015,12,0,0,20,8,0,12,"AOC Statistical Report, FY2015"
Sherman,Countywide,Civil,9/1/2014 - 8/31/2015,12,458,0,35,4,0,489,"AOC Statistical Report, FY2015"
Smith,Precinct 1 Place 1,Civil,9/1/2014 - 8/31/2015,12,5792,0,671,640,2,5830,"AOC Statistical Report, FY2015"
Smith,Precinct 2 Place 1,Civil,9/1/2014 - 8/31/2015,12,644,0,810,731,10,720,"AOC Statistical Report, FY2015"
Smith,Precinct 3 Place 1,Civil,9/1/2014 - 8/31/2015,12,524,3,659,681,16,490,"AOC Statistical Report, FY2015"
Smith,Precinct 4 Place 1,Civil,9/1/2014 - 8/31/2015,12,468,1,204,206,0,480,"AOC Statistical Report, FY2015"
Smith,Precinct 5 Place 1,Civil,9/1/2014 - 8/31/2015,12,65,0,267,269,0,78,"AOC Statistical Report, FY2015"
Somervell,Precinct 1 Place 1,Civil,9/1/2014 - 8/31/2015,12,71,0,38,25,0,84,"AOC Statistical Report, FY2015"
Somervell,Precinct 2 Place 1,Civil,9/1/2014 - 8/31/2015,12,107,0,29,25,0,111,"AOC Statistical Report, FY2015"
Starr,Precinct 1 Place 1,Civil,9/1/2014 - 8/31/2015,12,134,0,78,24,0,188,"AOC Statistical Report, FY2015"
Starr,Precinct 2 Place 1,Civil,9/1/2014 - 8/31/2015,12,43,0,104,25,0,122,"AOC Statistical Report, FY2015"
Starr,Precinct 3 Place 1,Civil,9/1/2014 - 8/31/2015,0,.,.,.,.,.,.,"AOC Statistical Report, FY2015"
Starr,Precinct 4 Places 1 & 2,Civil,9/1/2014 - 8/31/2015,12,53,0,184,47,0,190,"AOC Statistical Report, FY2015"
Starr,Precinct 5 Place 1,Civil,9/1/2014 - 8/31/2015,0,.,.,.,.,.,.,"AOC Statistical Report, FY2015"
Starr,Precinct 6 Place 1,Civil,9/1/2014 - 8/31/2015,12,9,0,20,18,0,11,"AOC Statistical Report, FY2015"
Starr,Precinct 7 Place 1,Civil,9/1/2014 - 8/31/2015,12,2,0,4,0,0,6,"AOC Statistical Report, FY2015"
Starr,Precinct 8 Place 1,Civil,9/1/2014 - 8/31/2015,12,6,0,16,6,0,19,"AOC Statistical Report, FY2015"
Stephens,Countywide,Civil,9/1/2014 - 8/31/2015,12,633,0,76,42,0,667,"AOC Statistical Report, FY2015"
Sterling,Countywide,Civil,9/1/2014 - 8/31/2015,12,0,0,4,0,0,4,"AOC Statistical Report, FY2015"
Stonewall,Countywide,Civil,9/1/2014 - 8/31/2015,12,0,0,1,2,0,5,"AOC Statistical Report, FY2015"
Sutton,Countywide,Civil,9/1/2014 - 8/31/2015,12,13,0,30,32,0,11,"AOC Statistical Report, FY2015"
Swisher,Countywide,Civil,9/1/2014 - 8/31/2015,12,1889,0,42,48,0,1732,"AOC Statistical Report, FY2015"
Tarrant,Precinct 1 Place 1,Civil,9/1/2014 - 8/31/2015,12,2922,0,5599,5340,1,3115,"AOC Statistical Report, FY2015"
Tarrant,Precinct 2 Place 1,Civil,9/1/2014 - 8/31/2015,12,1585,0,6756,6520,432,1831,"AOC Statistical Report, FY2015"
Tarrant,Precinct 3 Place 1,Civil,9/1/2014 - 8/31/2015,12,1293,3,5031,4766,5,1562,"AOC Statistical Report, FY2015"
Tarrant,Precinct 4 Place 1,Civil,9/1/2014 - 8/31/2015,12,2432,0,4737,4628,0,2608,"AOC Statistical Report, FY2015"
Tarrant,Precinct 5,Civil,9/1/2014 - 8/31/2015,12,1230,0,1856,1464,0,1600,"AOC Statistical Report, FY2015"
Tarrant,Precinct 6,Civil,9/1/2014 - 8/31/2015,12,2191,0,4268,3699,2,2750,"AOC Statistical Report, FY2015"
Tarrant,Precinct 7 Place 1,Civil,9/1/2014 - 8/31/2015,12,1164,2,6295,6154,4,1344,"AOC Statistical Report, FY2015"
Tarrant,Precinct 8 Place 1,Civil,9/1/2014 - 8/31/2015,12,1674,0,5075,4584,1,2080,"AOC Statistical Report, FY2015"
Taylor,Precinct 1 Place 1,Civil,9/1/2014 - 8/31/2015,12,413,0,1273,1024,4,662,"AOC Statistical Report, FY2015"
Taylor,Precinct 1 Place 2,Civil,9/1/2014 - 8/31/2015,12,329,0,815,806,67,334,"AOC Statistical Report, FY2015"
Taylor,Precinct 2 Place 1,Civil,9/1/2014 - 8/31/2015,12,10,0,82,66,0,35,"AOC Statistical Report, FY2015"
Taylor,Precinct 3 Place 1,Civil,9/1/2014 - 8/31/2015,12,28,0,33,20,0,26,"AOC Statistical Report, FY2015"
Taylor,Precinct 4 Place 1,Civil,9/1/2014 - 8/31/2015,12,5,0,9,7,0,7,"AOC Statistical Report, FY2015"
Terrell,Precinct 1 & 2 Place 2,Civil,9/1/2014 - 8/31/2015,12,1,0,3,2,0,5,"AOC Statistical Report, FY2015"
Terrell,Precincts 3 & 4 Place 1,Civil,9/1/2014 - 8/31/2015,12,1,0,2,1,0,1,"AOC Statistical Report, FY2015"
Terry,Countywide,Civil,9/1/2014 - 8/31/2015,12,21,0,98,91,0,29,"AOC Statistical Report, FY2015"
Throckmorton,Countywide,Civil,9/1/2014 - 8/31/2015,12,20,0,7,0,0,27,"AOC Statistical Report, FY2015"
Titus,Precinct 1 Place 1,Civil,9/1/2014 - 8/31/2015,12,222,0,172,168,0,125,"AOC Statistical Report, FY2015"
Titus,Precinct 2 Place 1,Civil,9/1/2014 - 8/31/2015,12,16,0,40,35,0,21,"AOC Statistical Report, FY2015"
Tom Green,Precinct 1 Place 1,Civil,9/1/2014 - 8/31/2015,12,1083,0,362,342,0,1101,"AOC Statistical Report, FY2015"
Tom Green,Precinct 2 Place 1,Civil,9/1/2014 - 8/31/2015,12,313,0,350,335,0,93,"AOC Statistical Report, FY2015"
Tom Green,Precinct 3 Place 1,Civil,9/1/2014 - 8/31/2015,12,591,0,330,283,0,636,"AOC Statistical Report, FY2015"
Tom Green,Precinct 4 Place 1,Civil,9/1/2014 - 8/31/2015,12,70,0,282,291,0,49,"AOC Statistical Report, FY2015"
Travis,Precinct 1 Place 1,Civil,9/1/2014 - 8/31/2015,12,2408,0,3119,3029,343,2495,"AOC Statistical Report, FY2015"
Travis,Precinct 2 Place 1,Civil,9/1/2014 - 8/31/2015,12,2768,4,3735,3749,7,2737,"AOC Statistical Report, FY2015"
Travis,Precinct 3 Place 1,Civil,9/1/2014 - 8/31/2015,12,748,22,2121,2133,35,724,"AOC Statistical Report, FY2015"
Travis,Precinct 4 Place 1,Civil,9/1/2014 - 8/31/2015,12,2092,28,2998,2785,44,2272,"AOC Statistical Report, FY2015"
Travis,Precinct 5 Place 1,Civil,9/1/2014 - 8/31/2015,12,4621,21,4260,3653,28,5188,"AOC Statistical Report, FY2015"
Trinity,Precinct 1 Place 1,Civil,9/1/2014 - 8/31/2015,12,287,0,42,1,1,334,"AOC Statistical Report, FY2015"
Trinity,Precinct 2 Place 1,Civil,9/1/2014 - 8/31/2015,12,588,0,34,2,0,620,"AOC Statistical Report, FY2015"
Trinity,Precinct 3 Place 1,Civil,9/1/2014 - 8/31/2015,12,243,0,39,7,0,275,"AOC Statistical Report, FY2015"
Trinity,Precinct 4 Place 1,Civil,9/1/2014 - 8/31/2015,12,31,0,50,18,0,88,"AOC Statistical Report, FY2015"
Tyler,Precinct 1 Place 1,Civil,9/1/2014 - 8/31/2015,12,265,0,71,67,0,270,"AOC Statistical Report, FY2015"
Tyler,Precinct 2 Place 1,Civil,9/1/2014 - 8/31/2015,12,4,0,16,12,0,8,"AOC Statistical Report, FY2015"
Tyler,Precinct 3 Place 1,Civil,9/1/2014 - 8/31/2015,0,.,.,.,.,.,.,"AOC Statistical Report, FY2015"
Tyler,Precinct 4 Place 1,Civil,9/1/2014 - 8/31/2015,0,.,.,.,.,.,.,"AOC Statistical Report, FY2015"
Upshur,Precinct 1 Place 1,Civil,9/1/2014 - 8/31/2015,12,67,7,146,113,7,115,"AOC Statistical Report, FY2015"
Upshur,Precinct 2 Place 1,Civil,9/1/2014 - 8/31/2015,12,482,0,111,69,0,515,"AOC Statistical Report, FY2015"
Upshur,Precinct 3 Place 1,Civil,9/1/2014 - 8/31/2015,12,17,0,88,64,0,43,"AOC Statistical Report, FY2015"
Upshur,Precinct 4 Place 1,Civil,9/1/2014 - 8/31/2015,12,75,0,91,48,42,60,"AOC Statistical Report, FY2015"
Upton,Precinct 1 Place 1,Civil,9/1/2014 - 8/31/2015,12,6,0,4,3,0,7,"AOC Statistical Report, FY2015"
Upton,Precinct 2 Place 1,Civil,9/1/2014 - 8/31/2015,12,16,0,1,1,0,16,"AOC Statistical Report, FY2015"
Upton,Precinct 3 Place 1,Civil,9/1/2014 - 8/31/2015,12,21,0,0,0,0,22,"AOC Statistical Report, FY2015"
Upton,Precinct 4 Place 1,Civil,9/1/2014 - 8/31/2015,12,0,0,1,1,0,0,"AOC Statistical Report, FY2015"
Uvalde,Precinct 1 Place 1,Civil,9/1/2014 - 8/31/2015,12,922,0,92,86,0,927,"AOC Statistical Report, FY2015"
Uvalde,Precinct 2,Civil,9/1/2014 - 8/31/2015,12,11,0,6,7,0,13,"AOC Statistical Report, FY2015"
Uvalde,Precinct 3 Place 1,Civil,9/1/2014 - 8/31/2015,12,3,0,4,1,0,6,"AOC Statistical Report, FY2015"
Uvalde,Precinct 4 Place 1,Civil,9/1/2014 - 8/31/2015,12,227,1,28,34,4,180,"AOC Statistical Report, FY2015"
Uvalde,Precinct 6 Place 1,Civil,9/1/2014 - 8/31/2015,12,18,0,38,37,0,21,"AOC Statistical Report, FY2015"
Val Verde,Precinct 1 Place 1,Civil,9/1/2014 - 8/31/2015,12,264,0,106,92,0,276,"AOC Statistical Report, FY2015"
Val Verde,Precinct 2 Place 1,Civil,9/1/2014 - 8/31/2015,12,800,0,251,238,21,816,"AOC Statistical Report, FY2015"
Val Verde,Precinct 3 Place 1,Civil,9/1/2014 - 8/31/2015,12,553,0,66,39,0,579,"AOC Statistical Report, FY2015"
Val Verde,Precinct 4 Place 1,Civil,9/1/2014 - 8/31/2015,12,246,0,90,9,0,327,"AOC Statistical Report, FY2015"
Van Zandt,Precinct 1 Place 1,Civil,9/1/2014 - 8/31/2015,12,48,0,114,97,0,63,"AOC Statistical Report, FY2015"
Van Zandt,Precinct 2 Place 1,Civil,9/1/2014 - 8/31/2015,12,250,0,88,73,0,255,"AOC Statistical Report, FY2015"
Van Zandt,Precinct 3 Place 1,Civil,9/1/2014 - 8/31/2015,12,86,0,186,153,1,114,"AOC Statistical Report, FY2015"
Van Zandt,Precinct 4 Place 1,Civil,9/1/2014 - 8/31/2015,12,125,0,93,91,0,185,"AOC Statistical Report, FY2015"
Victoria,Precinct 1,Civil,9/1/2014 - 8/31/2015,12,687,0,261,287,2,633,"AOC Statistical Report, FY2015"
Victoria,Precinct 2,Civil,9/1/2014 - 8/31/2015,12,174,0,230,170,0,228,"AOC Statistical Report, FY2015"
Victoria,Precinct 3,Civil,9/1/2014 - 8/31/2015,12,116,0,334,315,0,124,"AOC Statistical Report, FY2015"
Victoria,Precinct 4,Civil,9/1/2014 - 8/31/2015,12,241,0,297,315,1,204,"AOC Statistical Report, FY2015"
Walker,Precinct 1 Place 1,Civil,9/1/2014 - 8/31/2015,12,40,0,179,172,0,47,"AOC Statistical Report, FY2015"
Walker,Precinct 2 Place 1,Civil,9/1/2014 - 8/31/2015,12,16,0,130,112,0,33,"AOC Statistical Report, FY2015"
Walker,Precinct 3 Place 1,Civil,9/1/2014 - 8/31/2015,12,26,0,196,173,0,46,"AOC Statistical Report, FY2015"
Walker,Precinct 4 Place 1,Civil,9/1/2014 - 8/31/2015,12,29,0,184,177,0,37,"AOC Statistical Report, FY2015"
Waller,Precinct 1 Place 1,Civil,9/1/2014 - 8/31/2015,12,105,0,150,171,0,83,"AOC Statistical Report, FY2015"
Waller,Precinct 2 Place 1,Civil,9/1/2014 - 8/31/2015,12,78,0,113,116,0,75,"AOC Statistical Report, FY2015"
Waller,Precinct 3 Place 1,Civil,9/1/2014 - 8/31/2015,12,255,0,116,95,0,278,"AOC Statistical Report, FY2015"
Waller,Precinct 4 Place 1,Civil,9/1/2014 - 8/31/2015,12,60,0,136,125,0,70,"AOC Statistical Report, FY2015"
Ward,Precinct 1 Place 1,Civil,9/1/2014 - 8/31/2015,12,38,0,63,57,0,44,"AOC Statistical Report, FY2015"
Ward,Precinct 2 Place 1,Civil,9/1/2014 - 8/31/2015,12,1,0,45,42,1,3,"AOC Statistical Report, FY2015"
Washington,Precinct 1 Place 1,Civil,9/1/2014 - 8/31/2015,12,60,0,90,66,0,86,"AOC Statistical Report, FY2015"
Washington,Precinct 2 Place 1,Civil,9/1/2014 - 8/31/2015,12,23,0,77,65,0,32,"AOC Statistical Report, FY2015"
Washington,Precinct 3 Place 1,Civil,9/1/2014 - 8/31/2015,12,35,0,89,67,0,71,"AOC Statistical Report, FY2015"
Washington,Precinct 4 Place 1,Civil,9/1/2014 - 8/31/2015,12,23,0,37,27,0,0,"AOC Statistical Report, FY2015"
Webb,Precinct 1 Place 1,Civil,9/1/2014 - 8/31/2015,12,2498,0,1115,1117,0,2496,"AOC Statistical Report, FY2015"
Webb,Precinct 1 Place 2,Civil,9/1/2014 - 8/31/2015,10,135,0,246,215,0,0,"AOC Statistical Report, FY2015"
Webb,Precinct 2 Place 1,Civil,9/1/2014 - 8/31/2015,12,757,0,1562,429,0,1890,"AOC Statistical Report, FY2015"
Webb,Precinct 2 Place 2,Civil,9/1/2014 - 8/31/2015,12,.,.,.,.,.,.,"AOC Statistical Report, FY2015"
Webb,Precinct 3 Place 1,Civil,9/1/2014 - 8/31/2015,12,2,0,16,18,0,0,"AOC Statistical Report, FY2015"
Webb,Precinct 4 Place 1,Civil,9/1/2014 - 8/31/2015,3,552,0,226,187,23,0,"AOC Statistical Report, FY2015"
Wharton,Precinct 1,Civil,9/1/2014 - 8/31/2015,12,238,0,181,164,0,256,"AOC Statistical Report, FY2015"
Wharton,Precinct 2,Civil,9/1/2014 - 8/31/2015,12,68,0,128,118,0,77,"AOC Statistical Report, FY2015"
Wharton,Precinct 3,Civil,9/1/2014 - 8/31/2015,12,41,0,41,35,0,44,"AOC Statistical Report, FY2015"
Wharton,Precinct 4,Civil,9/1/2014 - 8/31/2015,12,420,0,178,178,0,418,"AOC Statistical Report, FY2015"
Wheeler,Precinct 1,Civil,9/1/2014 - 8/31/2015,12,46,0,23,14,0,56,"AOC Statistical Report, FY2015"
Wheeler,Precinct 2,Civil,9/1/2014 - 8/31/2015,12,44,0,12,8,0,47,"AOC Statistical Report, FY2015"
Wichita,Precinct 1 Place 1,Civil,9/1/2014 - 8/31/2015,12,200,0,823,820,0,209,"AOC Statistical Report, FY2015"
Wichita,Precinct 1 Place 2,Civil,9/1/2014 - 8/31/2015,12,548,0,669,311,0,892,"AOC Statistical Report, FY2015"
Wichita,Precinct 2 Place 1,Civil,9/1/2014 - 8/31/2015,12,67,0,234,218,0,82,"AOC Statistical Report, FY2015"
Wichita,Precinct 3 Place 1,Civil,9/1/2014 - 8/31/2015,12,62,0,58,40,1,56,"AOC Statistical Report, FY2015"
Wichita,Precinct 4 Place 1,Civil,9/1/2014 - 8/31/2015,12,322,0,30,28,0,322,"AOC Statistical Report, FY2015"
Wilbarger,Precinct 1 Place 1,Civil,9/1/2014 - 8/31/2015,12,28,0,48,34,0,33,"AOC Statistical Report, FY2015"
Wilbarger,Precinct 2 Place 1,Civil,9/1/2014 - 8/31/2015,12,7,0,62,54,0,12,"AOC Statistical Report, FY2015"
Willacy,Precinct 1 Place 1,Civil,9/1/2014 - 8/31/2015,12,271,0,15,14,0,292,"AOC Statistical Report, FY2015"
Willacy,Precinct 2 Place 1,Civil,9/1/2014 - 8/31/2015,12,132,0,42,10,0,163,"AOC Statistical Report, FY2015"
Willacy,Precinct 3 Place 1,Civil,9/1/2014 - 8/31/2015,12,144,0,18,1,0,165,"AOC Statistical Report, FY2015"
Willacy,Precinct 4 Place 1,Civil,9/1/2014 - 8/31/2015,12,125,0,38,29,0,134,"AOC Statistical Report, FY2015"
Willacy,Precinct 5 Place 1,Civil,9/1/2014 - 8/31/2015,12,17,0,7,7,0,16,"AOC Statistical Report, FY2015"
Williamson,Precinct 1 Place 1,Civil,9/1/2014 - 8/31/2015,12,377,1,1514,1385,1,500,"AOC Statistical Report, FY2015"
Williamson,Precinct 2 Place 1,Civil,9/1/2014 - 8/31/2015,12,504,36,1355,1268,34,596,"AOC Statistical Report, FY2015"
Williamson,Precinct 3 Place 1,Civil,9/1/2014 - 8/31/2015,12,547,4,805,856,0,499,"AOC Statistical Report, FY2015"
Williamson,Precinct 4,Civil,9/1/2014 - 8/31/2015,12,691,1,1675,1870,0,509,"AOC Statistical Report, FY2015"
Wilson,Precinct 1 Place 1,Civil,9/1/2014 - 8/31/2015,12,135,0,76,62,0,155,"AOC Statistical Report, FY2015"
Wilson,Precinct 2 Place 1,Civil,9/1/2014 - 8/31/2015,0,.,.,.,.,.,.,"AOC Statistical Report, FY2015"
Wilson,Precinct 3 Place 1,Civil,9/1/2014 - 8/31/2015,12,70,0,57,52,0,72,"AOC Statistical Report, FY2015"
Wilson,Precinct 4 Place 1,Civil,9/1/2014 - 8/31/2015,12,212,0,62,50,0,225,"AOC Statistical Report, FY2015"
Winkler,Precinct 1,Civil,9/1/2014 - 8/31/2015,12,13,0,17,6,1,22,"AOC Statistical Report, FY2015"
Winkler,Precinct 2,Civil,9/1/2014 - 8/31/2015,12,8,0,9,14,0,3,"AOC Statistical Report, FY2015"
Wise,Precinct 1,Civil,9/1/2014 - 8/31/2015,12,50,4,134,147,3,38,"AOC Statistical Report, FY2015"
Wise,Precinct 2,Civil,9/1/2014 - 8/31/2015,12,16,0,99,80,0,32,"AOC Statistical Report, FY2015"
Wise,Precinct 3,Civil,9/1/2014 - 8/31/2015,12,23,6,129,128,1,26,"AOC Statistical Report, FY2015"
Wise,Precinct 4,Civil,9/1/2014 - 8/31/2015,12,24,0,92,70,3,44,"AOC Statistical Report, FY2015"
Wood,Precinct 1,Civil,9/1/2014 - 8/31/2015,12,1174,0,193,372,0,992,"AOC Statistical Report, FY2015"
Wood,Precinct 2,Civil,9/1/2014 - 8/31/2015,12,157,0,76,65,0,179,"AOC Statistical Report, FY2015"
Wood,Precinct 3,Civil,9/1/2014 - 8/31/2015,12,50,0,74,83,0,40,"AOC Statistical Report, FY2015"
Wood,Precinct 4,Civil,9/1/2014 - 8/31/2015,12,95,0,82,168,0,43,"AOC Statistical Report, FY2015"
Yoakum,Precinct 1 Place 1,Civil,9/1/2014 - 8/31/2015,12,5,0,20,14,0,11,"AOC Statistical Report, FY2015"
Yoakum,Precinct 2 Place 1,Civil,9/1/2014 - 8/31/2015,12,59,0,21,17,0,3,"AOC Statistical Report, FY2015"
Young,Precinct 1 Place 1,Civil,9/1/2014 - 8/31/2015,12,162,0,75,69,1,190,"AOC Statistical Report, FY2015"
Young,Precinct 3 Place 1,Civil,9/1/2014 - 8/31/2015,12,41,0,34,29,0,45,"AOC Statistical Report, FY2015"
Zapata,Precinct 1 Place 1,Civil,9/1/2014 - 8/31/2015,12,59,0,8,23,0,44,"AOC Statistical Report, FY2015"
Zapata,Precinct 2 Place 1,Civil,9/1/2014 - 8/31/2015,12,13,0,14,0,0,27,"AOC Statistical Report, FY2015"
Zapata,Precinct 3 Place 1,Civil,9/1/2014 - 8/31/2015,12,18,0,19,17,1,22,"AOC Statistical Report, FY2015"
Zapata,Precinct 4 Place 1,Civil,9/1/2014 - 8/31/2015,12,3,0,16,0,0,57,"AOC Statistical Report, FY2015"
Zavala,Precinct 1 Place 1,Civil,9/1/2014 - 8/31/2015,12,209,0,311,23,0,497,"AOC Statistical Report, FY2015"
Zavala,Precinct 2 Place 1,Civil,9/1/2014 - 8/31/2015,12,62,0,7,5,0,64,"AOC Statistical Report, FY2015"
Zavala,Precinct 3 Place 1,Civil,9/1/2014 - 8/31/2015,12,52,0,21,1,0,72,"AOC Statistical Report, FY2015"
Zavala,Precinct 4 Place 1,Civil,9/1/2014 - 8/31/2015,12,54,0,17,6,0,65,"AOC Statistical Report, FY2015"
Zavala,Precinct 3 Place 1,Civil,9/1/2014 - 8/31/2015,12,54,0,2,4,0,52,"AOC Statistical Report, FY2015"
Zavala,Precinct 4 Place 1,Civil,9/1/2014 - 8/31/2015,12,48,0,8,3,0,54,"AOC Statistical Report, FY2015"
Anderson,Precinct 1 Place 1,Civil,9/1/2015 - 8/31/2016,12,90,0,94,65,0,121,"AOC Statistical Report, FY2016"
Anderson,Precinct 2 Place 1,Civil,9/1/2015 - 8/31/2016,12,35,0,146,164,0,17,"AOC Statistical Report, FY2016"
Anderson,Precinct 3 Place 1,Civil,9/1/2015 - 8/31/2016,12,226,0,95,80,0,230,"AOC Statistical Report, FY2016"
Anderson,Precinct 4 Place 1,Civil,9/1/2015 - 8/31/2016,12,50,0,104,116,0,37,"AOC Statistical Report, FY2016"
Andrews,Precinct 1,Civil,9/1/2015 - 8/31/2016,12,82,0,60,53,0,77,"AOC Statistical Report, FY2016"
Andrews,Precincts 2,Civil,9/1/2015 - 8/31/2016,12,15,0,50,31,0,17,"AOC Statistical Report, FY2016"
Angelina,Precinct 1 Place 1,Civil,9/1/2015 - 8/31/2016,12,237,0,898,799,1,331,"AOC Statistical Report, FY2016"
Angelina,Precinct 2 Place 1,Civil,9/1/2015 - 8/31/2016,12,311,0,230,229,0,304,"AOC Statistical Report, FY2016"
Angelina,Precinct 3 Place 1,Civil,9/1/2015 - 8/31/2016,12,236,0,103,62,0,273,"AOC Statistical Report, FY2016"
Angelina,Precinct 4 Place 1,Civil,9/1/2015 - 8/31/2016,12,55,0,111,116,12,44,"AOC Statistical Report, FY2016"
Aransas,Precinct 1,Civil,9/1/2015 - 8/31/2016,12,98,0,170,171,0,91,"AOC Statistical Report, FY2016"
Aransas,Precinct 2,Civil,9/1/2015 - 8/31/2016,12,52,0,248,217,0,85,"AOC Statistical Report, FY2016"
Archer,Precinct 1 Place 1,Civil,9/1/2015 - 8/31/2016,12,2,0,11,8,0,5,"AOC Statistical Report, FY2016"
Archer,Precinct 3 Place 1,Civil,9/1/2015 - 8/31/2016,12,0,0,0,0,0,0,"AOC Statistical Report, FY2016"
Archer,Precinct 4 Place 1,Civil,9/1/2015 - 8/31/2016,12,15,0,1,0,0,16,"AOC Statistical Report, FY2016"
Armstrong,Countywide,Civil,9/1/2015 - 8/31/2016,12,71,0,30,16,0,58,"AOC Statistical Report, FY2016"
Atascosa,Precinct 1,Civil,9/1/2015 - 8/31/2016,12,65,0,130,133,0,53,"AOC Statistical Report, FY2016"
Atascosa,Precinct 2,Civil,9/1/2015 - 8/31/2016,12,177,0,78,83,1,172,"AOC Statistical Report, FY2016"
Atascosa,Precinct 3,Civil,9/1/2015 - 8/31/2016,12,131,0,72,45,0,160,"AOC Statistical Report, FY2016"
Atascosa,Precinct 4,Civil,9/1/2015 - 8/31/2016,12,42,0,152,160,0,34,"AOC Statistical Report, FY2016"
Austin,Precinct 1 Place 1,Civil,9/1/2015 - 8/31/2016,12,47,0,65,75,0,40,"AOC Statistical Report, FY2016"
Austin,Precinct 2 Place 1,Civil,9/1/2015 - 8/31/2016,12,12,0,29,28,0,13,"AOC Statistical Report, FY2016"
Austin,Precinct 3 Place 1,Civil,9/1/2015 - 8/31/2016,12,17,0,96,95,0,16,"AOC Statistical Report, FY2016"
Austin,Precinct 4 Place 1,Civil,9/1/2015 - 8/31/2016,12,5,0,49,45,0,10,"AOC Statistical Report, FY2016"
Bailey,Precinct 1 Place 1,Civil,9/1/2015 - 8/31/2016,12,142,0,61,18,0,186,"AOC Statistical Report, FY2016"
Bandera,Precinct 1,Civil,9/1/2015 - 8/31/2016,12,12,0,47,44,2,16,"AOC Statistical Report, FY2016"
Bandera,Precinct 2,Civil,9/1/2015 - 8/31/2016,12,21,0,26,21,4,27,"AOC Statistical Report, FY2016"
Bandera,Precinct 3,Civil,9/1/2015 - 8/31/2016,12,36,0,35,32,2,37,"AOC Statistical Report, FY2016"
Bandera,Precinct 4,Civil,9/1/2015 - 8/31/2016,12,3,0,35,32,0,6,"AOC Statistical Report, FY2016"
Bastrop,Precinct 1 Place 1,Civil,9/1/2015 - 8/31/2016,12,213,0,163,170,0,213,"AOC Statistical Report, FY2016"
Bastrop,Precinct 2 Place 1,Civil,9/1/2015 - 8/31/2016,12,168,0,136,118,0,186,"AOC Statistical Report, FY2016"
Bastrop,Precinct 3 Place 1,Civil,9/1/2015 - 8/31/2016,12,40,0,125,123,0,42,"AOC Statistical Report, FY2016"
Bastrop,Precinct 4 Place 1,Civil,9/1/2015 - 8/31/2016,12,1770,0,187,211,0,1185,"AOC Statistical Report, FY2016"
Baylor,Precinct 1 Place 1,Civil,9/1/2015 - 8/31/2016,12,149,0,15,10,0,154,"AOC Statistical Report, FY2016"
Baylor,Precinct 2 Place 1,Civil,9/1/2015 - 8/31/2016,12,105,0,11,6,0,109,"AOC Statistical Report, FY2016"
Bee,Precinct 1,Civil,9/1/2015 - 8/31/2016,12,481,0,53,107,0,379,"AOC Statistical Report, FY2016"
Bee,Precinct 2,Civil,9/1/2015 - 8/31/2016,12,11,0,65,40,0,37,"AOC Statistical Report, FY2016"
Bee,Precinct 3,Civil,9/1/2015 - 8/31/2016,12,207,0,68,62,0,212,"AOC Statistical Report, FY2016"
Bee,Precinct 4,Civil,9/1/2015 - 8/31/2016,12,96,0,60,45,0,79,"AOC Statistical Report, FY2016"
Bell,Precinct 1 Place 1,Civil,9/1/2015 - 8/31/2016,12,135,0,478,496,0,113,"AOC Statistical Report, FY2016"
Bell,Precinct 2 Place 1,Civil,9/1/2015 - 8/31/2016,12,20,0,72,69,0,23,"AOC Statistical Report, FY2016"
Bell,Precinct 3 Place 1,Civil,9/1/2015 - 8/31/2016,12,304,0,536,504,0,327,"AOC Statistical Report, FY2016"
Bell,Precinct 3 Place 2,Civil,9/1/2015 - 8/31/2016,12,185,1,1473,1304,0,348,"AOC Statistical Report, FY2016"
Bell,Precinct 4 Place 1,Civil,9/1/2015 - 8/31/2016,12,1943,1,1915,1905,0,1954,"AOC Statistical Report, FY2016"
Bell,Precinct 4 Place 2,Civil,9/1/2015 - 8/31/2016,12,478,0,2539,2466,0,543,"AOC Statistical Report, FY2016"
Bexar,Precinct 1 Place 1,Civil,9/1/2015 - 8/31/2016,12,6047,7,3960,3601,12,6401,"AOC Statistical Report, FY2016"
Bexar,Precinct 1 Place 2,Civil,9/1/2015 - 8/31/2016,12,1094,0,3070,3270,0,894,"AOC Statistical Report, FY2016"
Bexar,Precinct 2 Place 1,Civil,9/1/2015 - 8/31/2016,12,9508,0,4924,4112,5,10315,"AOC Statistical Report, FY2016"
Bexar,Precinct 2 Place 3,Civil,9/1/2015 - 8/31/2016,12,5353,0,4532,4822,5,5058,"AOC Statistical Report, FY2016"
Bexar,Precinct 3 Place 1,Civil,9/1/2015 - 8/31/2016,12,1374,0,3427,2787,322,1692,"AOC Statistical Report, FY2016"
Bexar,Precinct 3 Place 2,Civil,9/1/2015 - 8/31/2016,12,1377,246,3476,3131,1038,930,"AOC Statistical Report, FY2016"
Bexar,Precinct 4 Place 1,Civil,9/1/2015 - 8/31/2016,12,5207,0,6603,5953,167,5690,"AOC Statistical Report, FY2016"
Bexar,Precinct 4 Place 2,Civil,9/1/2015 - 8/31/2016,12,549,0,2864,3027,51,335,"AOC Statistical Report, FY2016"
Blanco,Precinct 1 Place 1,Civil,9/1/2015 - 8/31/2016,12,3,0,21,20,0,4,"AOC Statistical Report, FY2016"
